Id,SalePrice
2527,160956.8131334513
2514,158885.24277329547
629,125099.40632767453
80,205796.8155592956
1876,136296.22681267906
1546,130206.71599831499
2518,178618.34963101338
2347,164068.16204097436
783,226111.7699078046
1322,54635.56610901833
194,87171.43607678707
1770,290056.4559648314
2143,140392.817709261
1229,201026.91552401095
511,290578.92443750886
46,230501.52618819714
1348,151586.68443798658
2465,201648.62937838674
387,235118.2949045311
873,221791.67279394678
1918,129521.88350916543
2764,237900.91313191943
2184,128485.40418747975
934,144094.97304836925
1920,131776.78462549686
2631,141165.4136329993
1768,774604.5584756822
2040,118087.12429630103
1749,218458.68623787176
834,242778.56671074248
1457,233572.40230985198
79,126038.24703878946
2302,128730.24317470337
1817,147630.27307043952
2755,230807.32042947752
359,176373.8973090857
2059,115802.30522189947
2092,231902.857927645
2516,225908.48900352928
150,120997.87668259269
1656,123344.52332639287
83,96152.77697164785
2411,183119.64858460496
795,79521.95592174382
2312,220049.87746257355
2917,109276.33862778441
1624,182343.48838450538
2215,329170.8077062633
1211,153213.50282356198
1485,167057.36556335283
1024,171605.8669886098
570,198975.56620957798
2874,137829.47478163784
700,119391.8239859059
2756,213717.54552932788
2022,180210.69072801436
583,238603.93504937887
2392,380600.7504818323
2424,194881.2741697821
212,102645.4691404948
736,130581.64271957256
1610,152603.30203277734
890,115613.14882490806
467,185744.17553401663
578,233939.58920252926
1747,192413.81962276791
1149,160038.2883120413
2758,263029.8216054652
857,151331.0969902231
2219,251423.59477371917
733,78564.847707988
2909,118741.06870229007
1798,256297.79103020794
235,122113.19289777876
2366,124329.43207155039
1027,138367.00319964375
1195,142400.94194725933
1303,69525.91010819284
148,178356.63918469186
608,158978.12631252914
2515,201687.16524957702
821,257139.46123313459
2500,279543.30762161285
745,108295.75562981248
741,125822.61268074656
1611,99308.22127595014
2532,126349.34190912532
1081,230143.83120385447
1692,465530.54429273977
2520,180300.75597246087
276,105297.34043703393
1992,132448.85913661643
663,62148.93394959591
418,131031.26305667753
1733,203635.66455325836
2359,151717.5152379085
253,182782.2515164442
1518,181749.9924312524
2035,130014.23967311523
2919,87597.44806283836
1540,250639.7143388624
2120,143856.91292187475
1674,170532.76614283904
256,156730.0469542324
2361,110159.87924315888
978,94584.89575174384
2280,146627.11990441527
2095,217026.7555189685
1709,327465.1231779148
2801,255016.84485746696
1246,121288.8423430504
2373,106058.7924104497
1055,281729.3179796636
2017,124565.49964751927
1099,257576.7654976127
1344,80809.41120289064
835,169806.85379363614
1117,220988.03710807764
2043,95713.9267187673
2085,128269.33006745498
410,142138.86000365036
2650,119937.82283887354
2867,170542.15179441005
1668,118162.3766878761
1161,165678.9732683432
2122,177844.33577885616
2539,148130.11439162403
1047,139485.74254043945
1445,135244.76779819708
541,127773.34898533979
569,225130.6402495276
1276,123058.30751039665
918,154994.89306585453
326,157882.31473417382
1936,134161.08277342978
895,104667.0055178441
257,149435.0128565763
1241,180321.30207603745
1545,120516.54758271055
1189,182788.67308145884
270,160487.93067563933
2066,152020.93531160287
693,115634.47754146428
1259,126556.91802171871
2916,144282.32423927635
2321,291872.5562304392
1977,94567.2309580105
1895,142946.20075536577
1240,161341.21311817356
85,143522.46449445165
1823,119658.74949084598
825,303220.45453262975
110,230387.13839953212
697,121212.17413502616
2297,117223.96939203252
1231,137474.98077778288
1355,124871.77128008402
968,346560.5631284647
584,218918.33426078915
1315,128132.52657679144
1606,145405.60243664426
206,90291.78396809303
1685,364359.5005878181
2016,136317.23423495033
869,206641.64571839347
2135,131235.78440687366
2346,177566.81570738924
2430,241335.3264229742
2198,76942.37066158572
2652,126522.39520429094
27,117580.32792617161
241,157677.2225630179
906,123688.14952214861
1506,110263.84655987832
2098,388406.95784646523
1435,221479.19701513014
2213,117144.8640965987
1274,136378.58675730234
743,38493.20083887472
1737,201955.53007683097
2797,282341.47370063287
2185,73347.42302432995
58,172792.36005036585
830,201736.69154505664
808,119400.23292845902
680,142660.43834792744
1153,116459.78377177572
1291,132743.12574895163
1818,140863.5434765978
2161,192063.43600554182
1883,122135.47702057571
350,373678.8196832957
2473,144280.90805652188
295,179468.59919800708
293,170803.4751461133
859,138055.83980599913
288,76142.3355975232
1578,151018.71838030027
102,177823.23205581188
2831,131863.86206747094
1030,160725.45187508053
2551,149257.37195365693
1286,141150.24508154622
958,324039.5012944109
776,132253.0184841148
72,226313.8734543143
2263,268502.09602606803
1866,162306.88042526363
2876,80489.46121805948
2146,251845.01381450274
103,177059.58737093577
1500,144401.39094330606
492,177992.540500152
167,147588.47688217316
2597,125164.56285233077
2685,111607.12965274883
1035,155670.3103720394
1220,74679.54266476512
2602,152931.86911871957
2159,210733.85403887203
695,136244.42790578073
1109,270186.8587302261
640,169263.91342050818
1652,154814.83264718947
2090,159915.6612847229
1188,176835.4457309408
2345,231505.0438450511
1059,434748.429440632
2751,238477.20618868494
128,201273.17696304788
1523,176297.8453051748
2925,181428.77007189297
2145,299917.3581172289
1121,221712.22134616555
566,243197.9405004989
565,247968.17957288184
1331,129769.38523233485
2928,120372.11935490179
156,142430.23305769762
797,127144.91151517382
327,101814.57523157023
2859,130117.27454265366
1453,131683.4162860893
1762,366764.5385855379
1868,200801.87879267932
1760,177390.48333621677
1113,232259.7556142769
1812,187477.1955650855
117,159379.35511442236
1142,204943.42925154895
2342,400662.59368028824
927,145799.755363198
2478,174265.1066831084
655,90539.03991346691
2064,128728.19903791425
369,262471.6299010092
2239,117431.51771784523
2732,207515.74520624033
1653,163414.16406016727
959,220935.25054384212
2395,349636.75804701383
1412,108223.174420864
271,246740.98860406343
1484,165356.49386382962
1497,143374.68834724798
552,158445.30158054645
2,117857.14129622001
1855,318894.7546004304
4,282299.52275558317
2292,155370.98203153932
134,140917.35366551043
646,108647.4849600718
42,276312.6866833164
532,227337.3366926223
713,97553.8512823509
2561,138757.01633734023
2360,133137.65613289434
1333,124783.88394051335
1407,218500.56620977356
2892,311838.6096157695
574,210636.00109999086
1227,185009.40763033007
2591,216836.87464729708
1476,214065.51264499393
1125,247251.3618132814
1446,148517.8561587494
408,115280.35329307737
1101,293848.1156636345
2251,179934.454306236
373,184149.01205715467
2554,136841.62639662318
2382,253777.3505830743
1985,93690.33801275275
519,243046.69095620848
1093,189769.8465045142
864,254412.52735624867
2889,148209.0308883768
2308,175065.81606566033
986,154009.15957178336
1302,146330.94425699706
585,160496.80230285026
2708,150447.5189342025
147,131538.5715701423
1441,229796.32405570915
383,188886.8456651888
285,143956.76740668894
181,114067.34030552991
358,192444.2025576918
780,169702.59684768785
258,193096.8148800709
1865,214356.41030498748
692,124721.85269932811
2902,360758.6172336655
508,248697.5486345671
2638,143676.41477334604
36,133914.9668243477
611,166209.25500862228
2281,139506.1183123126
1678,119778.43112600064
1696,517580.39900069934
1557,86625.33571437631
2180,146498.94652174873
1726,219504.21931626508
951,151759.98055023287
267,225926.11145873944
2706,136370.31878711178
2221,241343.47882763387
1357,164380.38846561164
2901,345481.58674063056
347,176659.82118808755
2164,195808.23161262655
1586,330784.79281188984
360,160054.63696635858
1769,253480.653721472
2617,142836.71038062256
1879,142115.36165790842
991,235333.2366710926
1535,120460.76176039559
1191,152518.17443246557
1579,227611.43132862533
1882,145932.55358638565
1510,126019.96862575194
2196,116395.507053218
1845,177995.8165143059
2336,394430.2978162299
942,94688.2585793893
861,138272.38179915436
2555,111386.87279492657
1392,154839.17449652284
2099,256594.59639832747
1543,124624.36398226605
948,264947.25801843515
1239,165702.99043374415
22,190781.97569110498
2796,236076.23344287934
2747,179591.7871422069
92,287528.37621749914
210,168861.41730949553
1858,213974.6252573172
2228,165042.746099528
447,220644.30975765924
827,243341.26352881102
1649,199545.23127587262
682,136941.79603215677
2698,102251.8691295472
494,171825.01614186665
214,88400.66540213696
2441,247223.66877095195
2679,99596.39377772869
1336,121233.25239272654
465,180984.08396184962
1524,140998.41580684917
2543,115002.42853862967
631,144326.75341948724
2452,309520.9367810608
228,151774.53239094224
126,180052.700598752
1092,238535.87207772938
1122,207681.7769060265
932,210029.41976933443
1980,80271.26588242472
2171,112650.87432053867
551,155715.90214172745
2768,173906.71188851254
2056,114848.24589117458
1159,379900.09805156454
2645,119182.83569921365
1174,175258.2665254357
2266,225055.71023910987
2462,431900.6973708699
1219,149155.34426442953
2922,178500.320366945
118,139473.63719685448
474,175290.5660020087
2576,147454.17827063001
872,290428.574183928
1077,210447.318641337
1536,126637.43088665995
1150,120761.38244019028
2341,319373.43104956
1931,151246.04532971844
2785,136852.45782363156
2538,128753.22331198848
597,207008.68355474315
464,186487.9245535085
233,235980.15554882144
2169,134109.48210531264
2123,171850.30080334868
1867,164738.6490415457
137,232909.8794321416
515,243735.5004402565
933,119684.38005726982
2784,162100.38197684
972,162040.10461212049
599,159568.47394556637
2614,132762.09039000393
2582,143928.5698194894
1409,152958.48259207976
175,104591.21459070899
352,214763.40468324628
976,109408.29009832439
2134,194337.01391267695
984,118358.59257483906
2396,366614.54520111147
1673,144519.7735420062
404,118782.08203511202
607,155456.864317307
814,154430.4301547791
868,194738.38857798732
2271,190616.64062071126
1633,225324.64063107222
337,161465.0616133906
2765,160799.06262058037
1746,262045.7601334612
368,309041.9734434343
2806,209227.4125848425
1662,192727.2702039314
1234,214207.17952260966
1373,128562.75697677827
1672,115801.3809821573
1939,128236.1995436176
